Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
599.000,658.100,es-us,0.82311,,,"Que es básicamente decir un poco hablar muy grande, es lo mismo y justo acá, eh? Es donde se está aplicando el hashtag, pero ya Les comento Cómo se aplica ese Hatch Trick a ver si si hay una imagen que nos ayuda a entender cómo funciona de hecho para este tipo de cosas no está tan claro, Dónde encuentro una imagen que lo represente como yo me lo imaginé en mi mente Pero entonces les voy a mostrar. Básicamente Qué hace aquí, estamos aplicando el hashtag en esta parte, estamos definiendo Cuántos Hash hay que básicamente es Cuántos ejes, nuevos, voy a utilizar para representar todos estos datos Y le estoy definiendo también, eh?"
659.000,718.800,es-us,,,,"Qué tan qué tan largos son esos ejes en este caso estamos usando ejes de de una unidad de de longitud en todas las dimensiones Pero entonces tenemos el 0 tenemos positivo uno y negativo 1 por cada uno de los ejes, entonces sucede lo mismo con todos los seis señor Alguien sabe por 20, por qué lo dio por 20 bien, buena pregunta Esto fue Eh Esto viene de este libro que habíamos comentado acá. Esto es un hipermetrop. Digamos base sugerían que se dividiera entre 5 la razón por la que lo estoy dividiendo entre 20 es porque, eh, se tiene más grados de libertad en un solo eje agregado. Tengo el 1 tengo el cero y tengo el -1 entonces vendría siendo tres veces."
718.900,778.000,es-us,0.77796,,,"Es más en realidad sería 15, pero yo dije tiramos 20, esa fe tiremos 20, porque si no tengo una razón, eh? Más allá después de la experimentación mirar si funciona con 20 o funciona mejor con 15, pero es un hiper parámetro viene de los grados de libertad que me entrega el eje y de que este libro sugería el libro The Machine learning design parents sugería que que utilizáramos el cinco cinco hay una parte que se los juro que hice, pero tengo un montón de notas, que ni me acuerdo dónde está, pero se los juro que yo hice la cuenta y era 50 era más o menos el valor que que tira la próxima Buscar exactamente, qué parte es, pero, pero el nombre Sí sí, sí respondo a tu pregunta Esto sí, sí, sí o algo propio Pues de la detención, correcto, Sí señor, entonces, eh?"
779.000,837.900,es-us,,,,"Son se define como el el la longitud de ese eje puede ser dos o puede ser uno puede ser 10 el número que se quiera esto también es porque la librería, eh? La función que vamos a usar lo requiere así Más que todo, pero entonces las dimensiones que vamos a agregar, básicamente son ya les digo exactamente De hecho. Aquí sería chévere, que pudiéramos las cosas y sexy como para verlo mejor aquí es aquí, podemos ver cuántas Cuántas dimensiones, adicionales. Queremos agregar que las dimensiones adicionales que estamos agregando es valores únicos de ion 320 por lo que Lo acabamos de comentar y esas son las dimensiones adicionales que vamos a agregar es decir, el número de columnas y ya les muestro Cómo funcionaria, entonces acá vamos a agregar 51 que de hecho ya vamos a ver estos números También hay que manejarlos con lupa, por lo que habíamos visto la sesión anterior de eh, la"
838.900,898.800,es-us,,,,"Eh, la maldición de la dimensionalidad cursos dimensional que es sí agregas muchas dimensiones y no tienes suficiente información para poder mapear los patrones, vas a tener problemas Entonces cómo es un hiper parámetro en el futuro podríamos decir. Ah, no, dígalo de pronto por un número más grande a pesar de que hayamos colisiones, es decir, hayan más en este caso modelos que tengan el mismo Hash es algo aceptable siempre y cuando ya podamos encontrar un patrón entonces con el tiempo, eh? Vamos a tener más datos Ya vamos por 38,000 30 y pico mil sugiero, que yo creo que al final de la sesión de de que ya entremos el modelo, estaremos en los 70.000 esperaría yo entonces Ni tan mal, eh Listo ya aquí aplicamos el Hash y lo que hacemos Es como creamos estas nuevas dimensiones con estos Hash eh, lo agregamos a el datacell original."
898.900,958.300,es-us,0.73297,,,"Pero primero vamos a crear ese Data set con las con los Hash que son las las dimensiones que acabamos de agregar Entonces esta dimensión, eh? Como Ven aquí en las columnas, 0 1 2 3 4 5 ta ta hasta la 39 que así queda una sesión anterior antes al parecer son más Quizás 40 y pico, pero ahora son 51 a ver 48, Sí aquí ahora van a ser 51 Pero entonces, qué pasa De hecho? Aquí se ve cómo queda. Digamos que se podría se podría un poco comparar con el one for Core eh, la diferencia es que el one for en Core le entregaba una dimensión a cada uno de los datos diferentes que aparecen en la lista, que es le entregó una dimensión para eso una dimensión para este que en realidad yo estaría agregando 1031 dimensiones con One pero en este caso yo puedo ajustar el número de dimensiones a un número finito que yo sé cuál es."
959.000,1015.500,es-us,0.84732,,,"O incluso quemar también podría pasar eso, eh? Llegó después de 50, no me cree más hacia allá en colisiones y lo que hago es aplicarle está cardinalidad, que es como, eh? Aquí agregó uno y en el resto de pronto ceros o de pronto hay un uno en en dos en dos columnas diferentes de hecho mire por aquí está al menos uno también por aquí está el -1, pero es una forma de aplicar este este hashtag evitando que haya un orden implícito que también lo podríamos hacer con el hashtag normal de toda la vida, pero generaríamos una inyección de orden, que no existe en este caso son independientes y lo que pasa es que estoy agregando Eh pues colisiones también, pero colisiones aceptables dentro de lo que cabe, sí, no sé si se entiende Cómo funcionaría también este tipo de de Hash que de pronto para términos prácticos."
1017.900,1077.800,es-us,,,,"El espacio normal que nosotros queríamos aplicar era Era este de acá, que lo vimos. Creo que con manzanas había una sí se nos tomaría por acá. Ah sí mira aquí está la imagen Sí entonces que la manzana tiene este hashtag que ese es el valor que yo le agregó, pero si se dan cuenta Estos son números que aquí yo diría la la naranja, es menor que la banana que en realidad por por los números se sugeriría que sí pero en realidad no es así no hay un orden entre ellas, eso es como la parte negativa de aplicar el hashtag directo base que en algunos casos podría funcionar Incluso en este caso también podría funcionar lo descubriremos en el entrenamiento pero por ahora me pareció como más interesante esta forma en la que creo más dimensiones pero las ajusto a un a un número finito aceptando colisiones es decir ahora un valor que tiene el mismo el mismo Hash pero ya"
1078.000,1137.500,es-us,0.79488,,,"Son ordenados Ya no quedan de forma ordenada. Entonces ganamos un poco en ese sentido bien. Hasta ahí sí, claro, igual cualquier persona que pues claro, Sí listo, listo lo agregamos al dato que es el original, que es el de carros Entonces ya tenemos todas las columnas originales que teníamos de Cars y adicionalmente tenemos el Hash de todas las dimensiones que agregamos aquí de nuevo esto puede que sea temporal en el futuro, eh? Recordemos eso Entonces no, no sé, afanen. Sí, ven muchas columnas, eh? Que es cuestión dar la maldición de la de la dimensionalidad algo más que también hay que tener en cuenta. Es que esto está generando Spark City que es hay muchos celos, hay muchos ceros y para algunos algoritmos. Eso no están, pero ya lo vamos a ver em."
1138.000,1197.700,es-us,,,,"Adelante también aquí luego de que ya transforme el model que es el modelo borró esa columna puesto que ya no me interesa de momento Entonces acá, ya ya la elimino Este es el nuevo shape, el shape anterior era 54 columnas Ahora son 53 bien ese con respecto a la transformación del modelo ahora el color me gustó Rest para que les voy a decir mentiras, eh? Hay una forma habían dos formas que habíamos planteado de realizar la primera era utilizando un algoritmo que se llama tf y DF que es, básicamente algo que se utiliza para comparar textos y encuentra Cuáles son las palabras clave que tiene un texto que los demás textos no, Por ejemplo si todos los textos tienen, eh? Buenos días al principio, buenos días, esa palabra en específico pierde relevancia, porque aparecen todos los textos mientras las demás palabras que son como"
1198.000,1257.800,es-us,0.83415,,,"Técnicas de de esos textos toman más fuerza y eso es lo que básicamente y a clusterizar digamos o hacer diferentes acciones, eh? Bajo diferentes textos Entonces en este caso hubiera sido útil también para manejar la parte de los colores, esa era una opción la otra opción era utilizar, eh? Este modelo pre entrenado que se llama Word y Word Word to vector que es la librería que importamos arriba que es un modelo que ya se entrenó con muchas palabras y que nos ayuda a cada una de las palabras entregarle un un vector asocial sí Entonces cómo se ve eso y adicionalmente hemos dicho listo después de que girar los vectores podríamos hacer una clusterizacion y demás y si no podríamos dejar si tenemos muchas, eh? Si el vector tiene muchas dimensiones y necesitamos acotar esas."
1257.900,1317.700,es-us,0.79395,,,"De pronto clusterizar y entregarles un valor puede ser útil pero a veces utilizar el vector mismo Puede que sea útil también que ya ya me refiero a que ya les explica a qué me refiero entonces, eh? Vamos a explorarlo. Estos son los colores aquí los datos, pues vamos a tener más más información, eh? Vamos a mirar Cuántos únicos Hay ahí, eh, 2463 Ya sabemos que posiblemente no sea un poco bolero cerrado cada vez que corramos el programa vamos a tener nuevos colores, porque una persona que escogió un color diferente o lo escribe en minúscula mayúscula, etcétera, todas esas cosas podrían pasar lo primero que hacemos para utilizar antes de utilizar el modelo de de Word to vector es realizar una limpieza una limpieza más sencilla, la la limpieza que vamos a hacer es utilizando esta función que todo lo que te haga vacío o que sean nulos lo vamos a retornar por un Note por desconocido es decir, No conocemos el color que tiene en realidad eso."
1318.000,1377.800,es-us,0.87640,,,"Una transformación es válida para llenar estos vacíos o podríamos en el futuro quitar los vacíos temporalmente aplicar la transformación de The World to vector y luego volver a agregar los vacíos si después queremos hacer un trabajo de imputación pero actualmente si no tengo el dato la razón digamos de negocio que que que que haciendo el análisis sobre el problema porque se toma la palabra un Now en vez de en vez de hacer una imputación después es que puede que el color no esté relacionado con los de las demás características del carro que el carro tenga, eh? No sé qué motor O tal modelo o lo que sea pero no significa que ese sea el color final quizás funcionaría para aferrar Ferrari Pues sí es marca Ferrari Posiblemente sea rojo pero no significa que para los demás marcas funcione igual porque Pepito lo lo pintó de color tal o Juanito de otro color y demás porque lo"
1378.000,1437.900,es-us,0.67810,,,"Entonces por esa razón adivinar dejar los vacíos y luego utilizar métodos de imputación Puede que no hubiera sido la mejor solución Entonces en este caso sé que era una categoría nueva que se llama un Note vacío y lo agregamos como tanto se ha retorno de vacío, Sí sí está No si está vacía esa ese valor, eh? Luego lo que se hace es si no está vacío significa tienes un texto te apego te aplico un lower Case para tener todo en minúsculas evitamos que haya en los próximos mayúsculas aquí reemplazamos caracteres especiales gestión de Slash gestión esqueta, Pues evitamos que tenga ese tipo de cosas, eh? Luego se remueven los espacios duplicados porque a veces alguien pudo haber puesto doble espacio o triple espacio o sea color blanco espacio con amarillo espacio espacio espacio espacio espacio espacio espacio espacio espacio espacio espacio entonces solamente un espacio y ya está Y retornamos eso es lo que lo que se hace se hace como esa limpieza como"
1437.900,1497.300,es-us,0.68430,,,"Para ayudarle al modelo a tener mejor resultados Entonces ejecutamos tenemos nuevos datos de hecho acá me voy a dar cuenta que te toca aplicar algo más que es un trim. Eso no me he dado cuenta, entonces acá hacemos un trim y un trim básicamente borras espacios de derecha a izquierda para ser más amables, un primer es como un Street Ah mentiras, aquí se llama Street Stream creo que tengo otros lenguajes de programación y ahora Ah no sé Pues mira, hay como un carácter Ah ya pues era trim. Sí, espérate stripper Cómo se hace eso."
1497.900,1557.200,es-us,0.67072,,,"Que se le remueven los espacios de no es porque está retornando eso. Sí sí sí sí sí sí sí sí sí sí, sí, Y sí es Street Sí señor, que intentamos así Street Gracias vamos a ver si funciona bien. Sí no tiene horror eso y ahora sí, el it, que está acá ya no tiene ese espacio bien limpio Ahora sí quedó limpio limpio limpio. Gracias, gracias, eh, listo Entonces tenemos como ya más limpia esa información ahora lo que hacemos es primero, hay que hacer un proceso, eh? De tokenización, eh, Para colocarlo en términos sencillos, Qué significa tokenización cuando utilizas texto localizaciones que cuando tienes un texto a cada una de las palabras e incluso podrías hacerlo."
1558.000,1617.800,es-us,0.76532,,,"Uno de los caracteres les puedes agregar un número sí, después indicar helado viene siendo el cinco el B viene siendo el 10, entonces a partir de esos diferentes números o diferentes palabras que tiene un número, eh? Ya puedes trabajar con ellas para acceder, eh? Para utilizarlas dentro del modelo más adelante podemos, eh? Entrar en profundidad de eso, pero simplemente para que entienda localizar significa como en términos sencillos coger este texto y hacerle una primera transformación, eh? Numérica, indicando indicándole un número a cada una de las palabras que aparecen en ese en ese texto Sí entonces cada vez que aparezca la palabra Apple Entonces ya sabemos que Apple lo asociamos con cinco entonces cinco cinco cinco cinco cinco cinco Y de esa manera. El modelo puede funcionar, eh? Más adelante lo podemos ver con detalle, cómo funciona, pero esa es la explicación Cómo te digo sencillos Entonces pasamos de de de las palabras a números pero números que no están ordenados."
1617.900,1677.600,es-us,,,,"Números no más vale, simplemente son, eh? Transformación numérica. Luego utilizamos el modelo de Word to vector en la cual le tiramos estos valores tokenizados que son los números que acabamos de transformar con el vocabulario que ya tenemos que es el de acá y también le podemos definir el número de dimensiones al cual quiero que se transforme esto es muy parecido a lo que nosotros vimos con lo que vamos a hacer muy parecido a lo que a lo que hemos comentado en Bering vemos que pasar con el berem que siempre colocó este ejercicio del Rey la reina, esté justo acá sí que se está acá que cogemos unas palabras las las ordenamos en un espacio sí acá lo hace con países y con nacionalidades lo hace también con acciones y con personas y como estatus no sé, eh? Les da un orden, Sí y"
1677.900,1737.700,es-us,0.83124,,,"Este módulo ya está pre entrenado y la razón por la que en este caso sí puede que funcione ese ordenamiento y que de pronto no nos funciona en en el en la parte del modelo, es que los colores, eh? Dado su descripción puede entender a tener relaciones en en o sea, puede entender a estar más cercanos, por ejemplo, acá puede que esté la palabra rojo, pero muy posiblemente al lado aparezca, no sé, vino tinto, no sé si uno es muy cercano a rojo, pero tienden hasta acercaros, eh? Dado su significado y Y cómo fue pre entrenado el modelo estamos asumiendo que el modelo es capaz de hacer eso, el de work vector, pero no necesariamente funcionan todos los casos em, porque el contexto Puede que sea diferente, por ejemplo, si yo le tiró las palabras del modelo puede que me las agregue de pronto por el Ferrari puede que esté cerca de la gym, pero de pronto me contexto."
1738.000,1797.600,es-us,0.79114,,,"Yo quiero saber cuáles son los más los más baratos o de pronto los que menos consumen gasolina o los que son eléctricos en ese caso que esos dos estén cerca no es bueno, entonces estamos asumiendo que ese modelo es capaz de asociar estos colores de pronto por su significado y su parecido y vamos a ver cómo funciona entonces, eh? Aplicamos el modelo está es una transformación que es que que se está haciendo aquí es, eh? El modelo funciona con con palabras individuales, pero necesitamos nosotros que que prediga frases completas que es como amarillo o de pronto aquí podemos coger azul metálico, no sé qué entonces lo que hacemos Es sacar el vector de starling Blue y metallic y sacamos el promedio de ese vector hacemos la suma y sacamos el promedio Entonces de esa manera, el azul queda acá El metálico queda acá y el otro queda acá saco la suma y ese debería estar por acá sí, eh? Da las palabras que tiene y vamos a ver cómo funciona."
1797.900,1857.500,es-us,0.78027,,,"Entonces acá creamos la función, hay algunas palabras que no son válidas que eso también es una limitante que tiene el modelo por ejemplo, eh? Jb 0 no es un color ni es una palabra que pueda entender el modelo porque no se usa como tal en el lenguaje o está también 0085, pero puede que sí sea un color Entonces en ese caso estos casos puede que necesitemos eliminarlos o simplemente reemplazarlos por vacíos O sea miraremos qué podemos hacer, pero para tener en cuenta que esas son las limitantes de pronto de modelos pre entrenados, acá lo tiramos. Mira aquí de hecho creció la lista completamente esperado, pero la lista no es tan grande de hecho para la cantidad de datos que tenemos que son como 38,000 y pico que me hayan salido unos que 30 suponiendo o menos Eh no estaba no está mal, entonces después de eso, eh? Todos los espacios que son vacíos, eh? Los reemplazamos por el vector origen esto también es un hiper parámetro."
1857.900,1917.000,es-us,0.81367,,,"Loco, que me inventé que todos estos que son inválidos los voy a poner en una en una sola ubicación que sea vacío, entonces usted está en en en el origen en la parte 0 en donde Pues no hay nadie más aquí al centro se está transformación la razón por la que les voy a hacer esta transformación es porque el algoritmo no te permite espacios vacíos, eh? Eh, Para ejecutarse, eh? Es ya una condición que tiene como tal el el modelo y acá ya me está saltando esta parte importante una vez que ya hacemos toda la transformación que les comentaba recuerdan que en la parte de arriba habíamos comentado, que queremos que sea tres dimensiones es decir, pasó palabras a tres dimensiones, por qué tres dimensiones? Porque así lo podemos visualizar pueden ser cuatro cinco seis y ya vamos a ver que beneficios hay de que hayan más o menos dimensiones, pero lo coloqué, específicamente tres para que viéramos la magia pasar entonces."
1918.000,1977.800,es-us,0.80272,,,"Acá hacemos lo mismo que hicimos, eh? Muy parecido a lo que hicimos en la parte de arriba que después de aplicar el hashtag creamos como este Data frame con estas nuevas columnas de las dimensiones que en este caso son solo tres, eh, Y la idea es agregarlas a al al Data sede original de Cars pero entonces para ver un poco la magia, eh? Vamos a bloquear que aquí es donde pasa lo chevere, entonces acá vamos a inicializar ese plot, vamos a dejar que se ejecute y vemos cómo, cómo, cómo cómo quedaría y cuáles son los resultados que nos arroja que está poniendo las cosas que yo me gustó mucho Me gustó mucho cuando lo vi el resultado y vamos a hablar un poco de Qué beneficios, hay de que tenga más dimensiones menos dimensiones, eh? Que es un poco también relacionado con eh? Lo que se podía percibir en en lo que vimos la sesión anterior sobre la maldición de la dimensionalidad, que si tengo muchas dimensiones Pues los puntos se van alejando más y más y más."
1977.900,2037.900,es-us,0.83074,,,"Más en este caso alcanzamos a ver algo parecido, eh? Porque yo puedo definir el número de dimensiones en las cuales quiero que se agrupe todos estos todos estos puntos me imagino que ahorita voy a tomar un poco más de tiempo porque son más datos lo está haciendo que más o menos, pero estamos pacientes les garantizo que va a valer la pena así como que otros datos les voy tirando Ah bueno, pues podemos ir hablando de las dimensiones mientras se genera el plot cuando yo tengo menos dimensiones significa que las instancias con instancias me refiero a ese vector genial salieron a ese vector que está asociado a esa palabra, eh? O a ese color en este caso cuando yo tengo pocas dimensiones esos colores, tienen agruparse mucho Están muy pegados muy pegados muy pegados Y sí está muy pegados. Yo no puedo encontrar patrones, porque ya todos pegado."
2037.000,2096.200,es-us,0.83120,,,"Es como si tuviera solamente un embudo grande ahí súper pegado que es muy parecido a lo que tenemos acá, pero cuando yo agrego más dimensiones voy dándole esa libertad de que es más esparcidos y que puedan agruparse un poco mejor sí, a ver si ya creo muchas dimensiones ya los distancia demasiado ya algo que hayan demasiadas dimensiones demasiadas división Y puede que sea malo para el modelo cuando el modelo intenté encontrar patrones Puede que no lo haga porque ya están muy esparcidos entonces Ni tan pegados, porque tampoco encuentro patrones ni tan ni tan grande ni tan esparcidos, porque tampoco encuentro patrones Entonces qué significa que son las dimensiones en este caso, otro hipermetropía un poco si se dan cuenta aquí en la parte de abajo, eh? Dice Black y por acá dice red Black y por acá dice Black mica black black."
2096.900,2156.900,es-us,,,,"Entonces parece que el Black está por aquí pegado por aquí también dice Black sino que ya están tan pegados con los demás que no se alcanza a ver por aquí también dice Black Parece que la parte de Black está por toda esta parte sí de pronto sí vamos a la parte de arriba acá dice Stihl aquí dice Steel en esta parte por lo que podemos decir aquí se estima también entonces si se dan cuenta acabamos de hacerlo que lo que lo que veíamos acá en esta parte que es pasamos de palabras a vectores que las agrupan en cierta manera en un espacio en un espacio de la dimensión que de fila de nuevo escogí 3D porque era como más fácil entender Pero entonces si se dan cuenta podemos tener noción de que está funcionando un poco porque el Silver que está acá está cerca de tela Ice Silver que está por acá y por acá Silver Grey y por acá dice pide Silver o algo así, entonces acá, pues lo que hay dentro no, no lo podemos leer."
2156.900,2215.400,es-us,,,,"Por ahora quizás necesitemos más dimensiones El problema. Es que ya no podemos ver en un plano 3D ya no podríamos ver, pero más o menos así es cómo funciona la magia. Sí, pasamos de categórico. Ya se consideraría más bien un texto porque pueden haber varias dimensiones a vectores vectores que agrupan y ya identifican patrones Entonces ya podemos decir sí, todo lo que está escrito está por acá y tiene ciertos datos o ciertos valores ciertos vectores que están cerca a Stihl que está acá lo mismo con Black y por aquí está el Red Entonces el red y el Black van a estar cerquita o en la mitad del grupo que está en red y que está el el Black este tipo de cosas son las que podemos lograr de hecho por aquí está el Red rapid Red Entonces por aquí, posiblemente está el rever Aquí esta red también, Sí parece que la zona de las redes por aquí abajo por aquí hay un Red también Mira por aquí es como la zona red."
2217.000,2276.700,es-us,0.74882,,,"Y sí sé si me entiende la idea, se va acá por hoy yo cuando lo vi yo parece muy bacán, entonces de nuevo nos muera dimensiones otro hiper parámetro Cuál será lo averiguaremos. Ya después lo averiguaremos cuando construyamos todo el python, que ya después construimos un pipeline que hace todas las iteraciones bajo diferentes condiciones y eso nos facilita un poco la vida al momento de de entrenar por estas razones que también se necesita mucha computación porque no es una ciencia exacta no es como que tú dices, eh? En un programa normal ejecuta test este servicio con estas condiciones y todo súper calculado aquí es un poco tira un poco también la moneda al aire y intenta iterar bajo diferentes condiciones y algunas de esas condiciones funcionará Entonces se"
2277.000,2336.900,es-us,0.87269,,,"Hacemos lo mismo borramos El el la columna porque lo que hicimos fue agregar ya las nuevas columnas que de hecho están aquí al final exterior x0, que son las tres dimensiones que estamos utilizando para representar los colores y que ya sabemos que tienen al parecer un sentido ordenar, que ya sabemos que el modelo va a poder identificar. Esto es básicamente la transformación a través de categórico o texto a numérico Entonces esto sí lo puede entender un modelo un modelo, se puede entender los números, eh? Inter color interior no hay sorpresas, es básicamente lo mismo, eh? También tres dimensiones aquí igual vocabulario, o sea, literalmente copia y pegue la la pura pereza y nosotros el plot a ver cómo funciona, eh? Otra vez esperar un ratico, pero sí, así es una de las"
